,trace,day,type
452,452,0,-
453,453,27,External screening
454,454,31,External screening
455,455,32,External screening
456,456,0,-
457,457,0,-
458,458,0,-
459,459,26,External screening
460,460,0,-
461,461,27,External screening
462,462,34,External screening
463,463,0,-
464,464,0,-
465,465,0,-
466,466,0,-
467,467,0,-
468,468,0,-
469,469,0,-
470,470,0,-
471,471,0,-
472,472,0,-
473,473,32,External screening
474,474,0,-
475,475,0,-
476,476,0,-
477,477,0,-
478,478,0,-
479,479,0,-
480,480,6,External screening
481,481,0,-
482,482,0,-
483,483,0,-
484,484,0,-
485,485,0,-
486,486,0,-
487,487,26,External screening
488,488,0,-
489,489,0,-
490,490,0,-
491,491,0,-
492,492,0,-
493,493,35,External screening
494,494,0,-
495,495,0,-
496,496,0,-
497,497,0,-
498,498,17,External screening
499,499,0,-
500,500,24,External screening
501,501,0,-
502,502,0,-
503,503,0,-
504,504,30,External screening
505,505,35,External screening
506,506,0,-
507,507,21,External screening
508,508,0,-
509,509,0,-
510,510,0,-
511,511,0,-
512,512,0,-
513,513,0,-
514,514,24,External screening
515,515,35,External screening
516,516,0,-
517,517,0,-
518,518,0,-
519,519,25,External screening
520,520,0,-
521,521,19,External screening
522,522,0,-
523,523,0,-
524,524,0,-
525,525,0,-
526,526,0,-
527,527,0,-
528,528,0,-
529,529,12,External screening
530,530,0,-
531,531,0,-
532,532,0,-
533,533,0,-
534,534,11,External screening
535,535,22,External screening
536,536,0,-
537,537,31,External screening
538,538,0,-
539,539,33,External screening
540,540,0,-
541,541,27,External screening
542,542,0,-
543,543,0,-
544,544,0,-
545,545,0,-
546,546,0,-
547,547,0,-
548,548,0,-
549,549,27,External screening
550,550,0,-
551,551,0,-
552,552,31,External screening
553,553,0,-
554,554,0,-
555,555,0,-
556,556,0,-
557,557,15,External screening
558,558,0,-
559,559,0,-
560,560,0,-
561,561,0,-
562,562,0,-
563,563,0,-
564,564,0,-
565,565,14,External screening
566,566,0,-
567,567,0,-
568,568,0,-
569,569,33,External screening
570,570,22,External screening
571,571,15,External screening
572,572,0,-
573,573,24,External screening
574,574,0,-
575,575,0,-
576,576,28,External screening
577,577,0,-
578,578,0,-
579,579,0,-
580,580,33,External screening
581,581,21,External screening
582,582,0,-
583,583,0,-
584,584,0,-
585,585,0,-
586,586,0,-
587,587,0,-
588,588,0,-
589,589,33,External screening
590,590,0,-
591,591,29,External screening
592,592,0,-
593,593,33,External screening
594,594,21,External screening
595,595,20,External screening
596,596,0,-
597,597,0,-
598,598,0,-
599,599,0,-
600,600,17,External screening
601,601,0,-
602,602,31,External screening
603,603,0,-
604,604,0,-
605,605,24,External screening
606,606,0,-
607,607,27,External screening
608,608,33,External screening
609,609,0,-
610,610,0,-
611,611,0,-
612,612,0,-
613,613,0,-
614,614,0,-
615,615,0,-
616,616,0,-
617,617,21,External screening
618,618,9,External screening
619,619,0,-
620,620,0,-
621,621,0,-
622,622,0,-
623,623,24,External screening
624,624,0,-
625,625,33,External screening
626,626,0,-
627,627,0,-
628,628,0,-
629,629,0,-
630,630,0,-
631,631,0,-
632,632,0,-
633,633,0,-
634,634,0,-
635,635,26,External screening
636,636,0,-
637,637,20,External screening
638,638,0,-
639,639,32,External screening
640,640,0,-
641,641,0,-
642,642,0,-
643,643,33,External screening
644,644,31,External screening
645,645,0,-
646,646,0,-
647,647,31,External screening
648,648,0,-
649,649,17,External screening
650,650,0,-
651,651,0,-
652,652,0,-
653,653,0,-
654,654,0,-
655,655,30,External screening
656,656,0,-
657,657,0,-
658,658,0,-
659,659,0,-
660,660,16,External screening
661,661,0,-
662,662,0,-
663,663,8,External screening
664,664,0,-
665,665,0,-
666,666,0,-
667,667,12,External screening
668,668,0,-
669,669,0,-
670,670,0,-
671,671,31,External screening
672,672,0,-
673,673,0,-
674,674,32,External screening
675,675,26,External screening
676,676,0,-
677,677,0,-
678,678,0,-
679,679,0,-
680,680,28,External screening
681,681,0,-
682,682,0,-
683,683,0,-
684,684,0,-
685,685,19,External screening
686,686,0,-
687,687,0,-
688,688,23,External screening
689,689,0,-
690,690,17,External screening
691,691,0,-
692,692,0,-
693,693,0,-
694,694,0,-
695,695,20,External screening
696,696,0,-
697,697,0,-
698,698,0,-
699,699,0,-
700,700,0,-
701,701,35,External screening
702,702,0,-
703,703,0,-
704,704,0,-
705,705,33,External screening
706,706,34,External screening
707,707,34,External screening
708,708,0,-
709,709,0,-
710,710,0,-
711,711,0,-
712,712,0,-
713,713,19,External screening
714,714,14,External screening
715,715,0,-
716,716,0,-
717,717,0,-
718,718,0,-
719,719,0,-
720,720,0,-
721,721,0,-
722,722,33,External screening
723,723,0,-
724,724,24,External screening
725,725,0,-
726,726,22,External screening
727,727,0,-
728,728,0,-
729,729,0,-
730,730,0,-
731,731,0,-
732,732,15,External screening
733,733,0,-
734,734,0,-
735,735,0,-
736,736,12,External screening
737,737,0,-
738,738,0,-
739,739,0,-
740,740,0,-
741,741,0,-
742,742,33,External screening
743,743,33,External screening
744,744,0,-
745,745,0,-
746,746,0,-
747,747,0,-
748,748,0,-
749,749,0,-
750,750,14,External screening
751,751,0,-
752,752,31,External screening
753,753,0,-
754,754,33,External screening
755,755,0,-
756,756,0,-
757,757,0,-
758,758,0,-
759,759,0,-
760,760,21,External screening
761,761,0,-
762,762,0,-
763,763,0,-
764,764,0,-
765,765,0,-
766,766,0,-
767,767,0,-
768,768,0,-
769,769,0,-
770,770,0,-
771,771,29,External screening
772,772,0,-
773,773,0,-
774,774,25,External screening
775,775,0,-
776,776,0,-
777,777,0,-
778,778,0,-
779,779,0,-
780,780,34,External screening
781,781,0,-
782,782,33,External screening
783,783,0,-
784,784,13,External screening
785,785,0,-
786,786,0,-
787,787,0,-
788,788,0,-
789,789,0,-
790,790,35,External screening
791,791,0,-
792,792,0,-
793,793,0,-
794,794,0,-
795,795,25,External screening
796,796,0,-
797,797,0,-
798,798,0,-
799,799,0,-
800,800,0,-
801,801,0,-
802,802,0,-
803,803,0,-
804,804,0,-
805,805,12,External screening
806,806,0,-
807,807,0,-
808,808,26,External screening
809,809,0,-
810,810,0,-
811,811,17,External screening
812,812,0,-
813,813,30,External screening
814,814,0,-
815,815,0,-
816,816,0,-
817,817,0,-
818,818,0,-
819,819,21,External screening
820,820,32,External screening
821,821,0,-
822,822,0,-
823,823,0,-
824,824,0,-
825,825,16,External screening
826,826,0,-
827,827,0,-
828,828,32,External screening
829,829,0,-
830,830,8,External screening
831,831,17,External screening
832,832,0,-
833,833,0,-
834,834,0,-
835,835,0,-
836,836,0,-
837,837,0,-
838,838,0,-
839,839,0,-
840,840,0,-
841,841,21,External screening
842,842,0,-
843,843,32,External screening
844,844,0,-
845,845,0,-
846,846,28,External screening
847,847,0,-
848,848,0,-
849,849,35,External screening
850,850,0,-
851,851,32,External screening
852,852,0,-
853,853,0,-
854,854,26,External screening
855,855,0,-
856,856,0,-
857,857,0,-
858,858,0,-
859,859,0,-
860,860,0,-
861,861,0,-
862,862,24,External screening
863,863,32,External screening
864,864,29,External screening
865,865,0,-
866,866,26,External screening
867,867,0,-
868,868,0,-
869,869,32,External screening
870,870,35,External screening
871,871,26,External screening
872,872,0,-
873,873,0,-
874,874,0,-
875,875,0,-
876,876,0,-
877,877,0,-
878,878,0,-
879,879,0,-
880,880,0,-
881,881,24,External screening
882,882,0,-
883,883,0,-
884,884,0,-
885,885,34,External screening
886,886,0,-
887,887,0,-
888,888,0,-
889,889,0,-
890,890,0,-
891,891,0,-
892,892,34,External screening
893,893,0,-
894,894,0,-
895,895,0,-
896,896,0,-
897,897,0,-
898,898,0,-
899,899,17,External screening
900,900,0,-
901,901,0,-
902,902,0,-
903,903,0,-
904,904,0,-
905,905,28,External screening
906,906,32,External screening
907,907,0,-
908,908,17,External screening
909,909,0,-
910,910,34,External screening
911,911,30,External screening
912,912,0,-
913,913,0,-
914,914,0,-
915,915,0,-
916,916,0,-
917,917,18,External screening
918,918,0,-
919,919,34,External screening
920,920,0,-
921,921,25,External screening
922,922,0,-
923,923,0,-
924,924,0,-
925,925,0,-
926,926,0,-
927,927,0,-
928,928,15,External screening
929,929,0,-
930,930,0,-
931,931,0,-
932,932,21,External screening
933,933,0,-
934,934,0,-
935,935,0,-
936,936,0,-
937,937,30,External screening
938,938,0,-
939,939,0,-
940,940,0,-
941,941,30,External screening
942,942,24,External screening
943,943,0,-
944,944,28,External screening
945,945,0,-
946,946,0,-
947,947,0,-
948,948,0,-
949,949,0,-
950,950,29,External screening
951,951,0,-
952,952,0,-
953,953,0,-
954,954,0,-
955,955,18,External screening
956,956,14,External screening
957,957,0,-
958,958,28,External screening
959,959,29,External screening
960,960,0,-
961,961,15,External screening
962,962,0,-
963,963,0,-
964,964,0,-
965,965,0,-
966,966,0,-
967,967,0,-
968,968,21,External screening
969,969,0,-
970,970,0,-
971,971,0,-
972,972,34,External screening
973,973,0,-
974,974,0,-
975,975,0,-
976,976,0,-
977,977,0,-
978,978,26,External screening
979,979,0,-
980,980,0,-
981,981,0,-
982,982,19,External screening
983,983,0,-
984,984,0,-
985,985,0,-
986,986,0,-
987,987,17,External screening
988,988,0,-
989,989,24,External screening
990,990,0,-
991,991,0,-
992,992,0,-
993,993,0,-
994,994,29,External screening
995,995,20,External screening
996,996,0,-
997,997,0,-
998,998,0,-
999,999,0,-
